ocid,id,contracts/0/id,contracts/0/suppliers/0/id,contracts/0/suppliers/0/name
ocds-lcuori-171650,ocds-lcuori-171650/3-contract,171650,HN-RTN-08019999408461,Representaciones y Distribuciones Hernandez S. de R.L
ocds-lcuori-171651,ocds-lcuori-171651/3-contract,171651,HN-RTN-08019008165911,REENCAUCHE Y DISTRIBUCIONES DE LLANTAS S.A. DE C.V.
ocds-lcuori-171653,ocds-lcuori-171653/3-contract,171653,HN-RTN-08011986138652, WILMAN DANILO MORALES ZELAYA/DISTRIBUCIONES VALENCIA 
ocds-lcuori-171654,ocds-lcuori-171654/3-contract,171654,HN-RTN-05019000040204,"Pacasa, S. de C.V. "
ocds-lcuori-171655,ocds-lcuori-171655/3-contract,171655,HN-RTN-05019000040204,"Pacasa, S. de C.V. "
ocds-lcuori-171657,ocds-lcuori-171657/3-contract,171657,HN-RTN-08019995383067,Supermercado Canton S de RL.
ocds-lcuori-171658,ocds-lcuori-171658/3-contract,171658,HN-RTN-05019010314509,Productive Business Solutions Honduras
ocds-lcuori-171663,ocds-lcuori-171663/3-contract,171663,HN-RTN-05019995108892,Accesorios Para Computadoras y Oficinas S .A de C.V.
ocds-lcuori-171664,ocds-lcuori-171664/3-contract,171664,HN-RTN-08019999408461,Representaciones y Distribuciones Hernandez S. de R.L
ocds-lcuori-171668,ocds-lcuori-171668/3-contract,171668,HN-RTN-05019995108892,Accesorios Para Computadoras y Oficinas S .A de C.V.
ocds-lcuori-172649,ocds-lcuori-172649/3-contract,172649,HN-RTN-05019995108892,Accesorios Para Computadoras y Oficinas S .A de C.V.
ocds-lcuori-171670,ocds-lcuori-171670/3-contract,171670,HN-RTN-05029995001355,YIP SUPERMERCADOS SA DE CV
ocds-lcuori-171672,ocds-lcuori-171672/3-contract,171672,HN-RTN-08019003257392,Equipos y Sistemas S. de R.L. DE C.V. 
ocds-lcuori-171673,ocds-lcuori-171673/4-contract,171673,HN-RTN-08019995383067,Supermercado Canton S de RL.
ocds-lcuori-171675,ocds-lcuori-171675/3-contract,171675,HN-RTN-08019012454874,INPROVA
ocds-lcuori-171677,ocds-lcuori-171677/3-contract,171677,HN-RTN-05019000040204,"Pacasa, S. de C.V. "
ocds-lcuori-171680,ocds-lcuori-171680/3-contract,171680,HN-RTN-08019008165911,REENCAUCHE Y DISTRIBUCIONES DE LLANTAS S.A. DE C.V.
ocds-lcuori-171681,ocds-lcuori-171681/3-contract,171681,HN-RTN-05019000040204,"Pacasa, S. de C.V. "
ocds-lcuori-171682,ocds-lcuori-171682/4-contract,171682,HN-RTN-08019998391040,"Papeleria Honduras, S. de R.L. "
ocds-lcuori-171685,ocds-lcuori-171685/3-contract,171685,HN-RTN-08019998391040,"Papeleria Honduras, S. de R.L. "
ocds-lcuori-171689,ocds-lcuori-171689/3-contract,171689,HN-RTN-08019008165911,REENCAUCHE Y DISTRIBUCIONES DE LLANTAS S.A. DE C.V.
ocds-lcuori-172650,ocds-lcuori-172650/3-contract,172650,HN-RTN-05019995000152,EMSULA
ocds-lcuori-171691,ocds-lcuori-171691/3-contract,171691,HN-RTN-08019999408461,Representaciones y Distribuciones Hernandez S. de R.L
ocds-lcuori-171692,ocds-lcuori-171692/3-contract,171692,HN-RTN-05019000040204,"Pacasa, S. de C.V. "
ocds-lcuori-171695,ocds-lcuori-171695/3-contract,171695,HN-RTN-05019995000152,EMSULA
ocds-lcuori-172652,ocds-lcuori-172652/3-contract,172652,HN-RTN-05019000040204,"Pacasa, S. de C.V. "
ocds-lcuori-171697,ocds-lcuori-171697/3-contract,171697,HN-RTN-05019000040204,"Pacasa, S. de C.V. "
ocds-lcuori-171698,ocds-lcuori-171698/3-contract,171698,HN-RTN-08019998391040,"Papeleria Honduras, S. de R.L. "
ocds-lcuori-172653,ocds-lcuori-172653/3-contract,172653,HN-RTN-08019008165911,REENCAUCHE Y DISTRIBUCIONES DE LLANTAS S.A. DE C.V.
ocds-lcuori-171701,ocds-lcuori-171701/3-contract,171701,HN-RTN-05019010314509,Productive Business Solutions Honduras
ocds-lcuori-171702,ocds-lcuori-171702/3-contract,171702,HN-RTN-08019998391040,"Papeleria Honduras, S. de R.L. "
ocds-lcuori-171703,ocds-lcuori-171703/3-contract,171703,HN-RTN-08011986138652, WILMAN DANILO MORALES ZELAYA/DISTRIBUCIONES VALENCIA 
ocds-lcuori-171704,ocds-lcuori-171704/3-contract,171704,HN-RTN-08011986138652, WILMAN DANILO MORALES ZELAYA/DISTRIBUCIONES VALENCIA 
ocds-lcuori-171705,ocds-lcuori-171705/3-contract,171705,HN-RTN-08019008165911,REENCAUCHE Y DISTRIBUCIONES DE LLANTAS S.A. DE C.V.
ocds-lcuori-171706,ocds-lcuori-171706/4-contract,171706,HN-RTN-05019000040204,"Pacasa, S. de C.V. "
ocds-lcuori-171707,ocds-lcuori-171707/3-contract,171707,HN-RTN-08019998391040,"Papeleria Honduras, S. de R.L. "
ocds-lcuori-171709,ocds-lcuori-171709/3-contract,171709,HN-RTN-08019995290621,DISPROA S. DE R.L. 
ocds-lcuori-171710,ocds-lcuori-171710/3-contract,171710,HN-RTN-05019995108892,Accesorios Para Computadoras y Oficinas S .A de C.V.
ocds-lcuori-171711,ocds-lcuori-171711/3-contract,171711,HN-RTN-08019999408461,Representaciones y Distribuciones Hernandez S. de R.L
ocds-lcuori-171712,ocds-lcuori-171712/3-contract,171712,HN-RTN-08019995383067,Supermercado Canton S de RL.
ocds-lcuori-172655,ocds-lcuori-172655/3-contract,172655,HN-RTN-08019008165911,REENCAUCHE Y DISTRIBUCIONES DE LLANTAS S.A. DE C.V.
ocds-lcuori-171714,ocds-lcuori-171714/3-contract,171714,HN-RTN-08019998391040,"Papeleria Honduras, S. de R.L. "
ocds-lcuori-171715,ocds-lcuori-171715/3-contract,171715,HN-RTN-05019000040204,"Pacasa, S. de C.V. "
ocds-lcuori-171716,ocds-lcuori-171716/3-contract,171716,HN-RTN-05019000040204,"Pacasa, S. de C.V. "
ocds-lcuori-171717,ocds-lcuori-171717/3-contract,171717,HN-RTN-05019010314509,Productive Business Solutions Honduras
ocds-lcuori-171718,ocds-lcuori-171718/3-contract,171718,HN-RTN-05019995108892,Accesorios Para Computadoras y Oficinas S .A de C.V.
ocds-lcuori-171719,ocds-lcuori-171719/3-contract,171719,HN-RTN-08019998391040,"Papeleria Honduras, S. de R.L. "
ocds-lcuori-172656,ocds-lcuori-172656/3-contract,172656,HN-RTN-08019008165911,REENCAUCHE Y DISTRIBUCIONES DE LLANTAS S.A. DE C.V.
ocds-lcuori-171721,ocds-lcuori-171721/3-contract,171721,HN-RTN-08019995383067,Supermercado Canton S de RL.
ocds-lcuori-171723,ocds-lcuori-171723/4-contract,171723,HN-RTN-05019000040204,"Pacasa, S. de C.V. "
ocds-lcuori-171724,ocds-lcuori-171724/3-contract,171724,HN-RTN-08019998391040,"Papeleria Honduras, S. de R.L. "
ocds-lcuori-172657,ocds-lcuori-172657/3-contract,172657,HN-RTN-08019012454874,INPROVA
ocds-lcuori-171726,ocds-lcuori-171726/3-contract,171726,HN-RTN-05019995108892,Accesorios Para Computadoras y Oficinas S .A de C.V.
ocds-lcuori-172658,ocds-lcuori-172658/3-contract,172658,HN-RTN-08019008165911,REENCAUCHE Y DISTRIBUCIONES DE LLANTAS S.A. DE C.V.
ocds-lcuori-172660,ocds-lcuori-172660/3-contract,172660,HN-RTN-05019000040204,"Pacasa, S. de C.V. "
ocds-lcuori-172661,ocds-lcuori-172661/3-contract,172661,HN-RTN-05029995001355,YIP SUPERMERCADOS SA DE CV
ocds-lcuori-171728,ocds-lcuori-171728/3-contract,171728,HN-RTN-08019000234479,SUMITEC
ocds-lcuori-172662,ocds-lcuori-172662/3-contract,172662,HN-RTN-08019998391040,"Papeleria Honduras, S. de R.L. "
ocds-lcuori-172666,ocds-lcuori-172666/3-contract,172666,HN-RTN-05029995001355,YIP SUPERMERCADOS SA DE CV
ocds-lcuori-171730,ocds-lcuori-171730/3-contract,171730,HN-RTN-05019995108892,Accesorios Para Computadoras y Oficinas S .A de C.V.
ocds-lcuori-172669,ocds-lcuori-172669/3-contract,172669,HN-RTN-17071984005643,DISTRIBUIDORA CHOROTEGA
ocds-lcuori-172670,ocds-lcuori-172670/3-contract,172670,HN-RTN-05019000040204,"Pacasa, S. de C.V. "
ocds-lcuori-172671,ocds-lcuori-172671/3-contract,172671,HN-RTN-08019995383067,Supermercado Canton S de RL.
ocds-lcuori-171733,ocds-lcuori-171733/3-contract,171733,HN-RTN-05029995001355,YIP SUPERMERCADOS SA DE CV
ocds-lcuori-171734,ocds-lcuori-171734/3-contract,171734,HN-RTN-08011986138652, WILMAN DANILO MORALES ZELAYA/DISTRIBUCIONES VALENCIA 
ocds-lcuori-171735,ocds-lcuori-171735/3-contract,171735,HN-RTN-08019999400580,Comunicaciones Globales S de R.L.
ocds-lcuori-171738,ocds-lcuori-171738/3-contract,171738,HN-RTN-05019995108892,Accesorios Para Computadoras y Oficinas S .A de C.V.
ocds-lcuori-172674,ocds-lcuori-172674/4-contract,172674,HN-RTN-08019998391040,"Papeleria Honduras, S. de R.L. "
ocds-lcuori-171739,ocds-lcuori-171739/3-contract,171739,HN-RTN-08019998391040,"Papeleria Honduras, S. de R.L. "
ocds-lcuori-172676,ocds-lcuori-172676/4-contract,172676,HN-RTN-05019000040204,"Pacasa, S. de C.V. "
ocds-lcuori-171740,ocds-lcuori-171740/3-contract,171740,HN-RTN-05019000040204,"Pacasa, S. de C.V. "
ocds-lcuori-171741,ocds-lcuori-171741/3-contract,171741,HN-RTN-05019995108892,Accesorios Para Computadoras y Oficinas S .A de C.V.
ocds-lcuori-172677,ocds-lcuori-172677/3-contract,172677,HN-RTN-05019995108892,Accesorios Para Computadoras y Oficinas S .A de C.V.
ocds-lcuori-171742,ocds-lcuori-171742/3-contract,171742,HN-RTN-08019999408461,Representaciones y Distribuciones Hernandez S. de R.L
ocds-lcuori-171743,ocds-lcuori-171743/4-contract,171743,HN-RTN-08019995390633,CASH BUSINESS S DE R.L.
ocds-lcuori-172687,ocds-lcuori-172687/3-contract,172687,HN-RTN-05019000040204,"Pacasa, S. de C.V. "
ocds-lcuori-172688,ocds-lcuori-172688/3-contract,172688,HN-RTN-08019999408461,Representaciones y Distribuciones Hernandez S. de R.L
ocds-lcuori-172690,ocds-lcuori-172690/4-contract,172690,HN-RTN-08019998391040,"Papeleria Honduras, S. de R.L. "
ocds-lcuori-171745,ocds-lcuori-171745/3-contract,171745,HN-RTN-08019995383067,Supermercado Canton S de RL.
ocds-lcuori-172692,ocds-lcuori-172692/3-contract,172692,HN-RTN-05019000040204,"Pacasa, S. de C.V. "
ocds-lcuori-171750,ocds-lcuori-171750/3-contract,171750,HN-RTN-08019995383067,Supermercado Canton S de RL.
ocds-lcuori-171751,ocds-lcuori-171751/3-contract,171751,HN-RTN-05019003075248,COMPUTADORAS Y SERVICIOS S.DE R.L.DE C.V.
ocds-lcuori-172699,ocds-lcuori-172699/3-contract,172699,HN-RTN-08019998391040,"Papeleria Honduras, S. de R.L. "
ocds-lcuori-172704,ocds-lcuori-172704/3-contract,172704,HN-RTN-08019008165911,REENCAUCHE Y DISTRIBUCIONES DE LLANTAS S.A. DE C.V.
ocds-lcuori-171757,ocds-lcuori-171757/3-contract,171757,HN-RTN-08019998391040,"Papeleria Honduras, S. de R.L. "
ocds-lcuori-172706,ocds-lcuori-172706/3-contract,172706,HN-RTN-08019995383067,Supermercado Canton S de RL.
ocds-lcuori-171759,ocds-lcuori-171759/3-contract,171759,HN-RTN-08019998391040,"Papeleria Honduras, S. de R.L. "
ocds-lcuori-172708,ocds-lcuori-172708/3-contract,172708,HN-RTN-08019012466571,REDIPO
ocds-lcuori-172712,ocds-lcuori-172712/3-contract,172712,HN-RTN-08019995320455,CENTROMATIC S.A DE C.V.
ocds-lcuori-172713,ocds-lcuori-172713/3-contract,172713,HN-RTN-08019012454874,INPROVA
ocds-lcuori-172715,ocds-lcuori-172715/3-contract,172715,HN-RTN-08019998391040,"Papeleria Honduras, S. de R.L. "
ocds-lcuori-171763,ocds-lcuori-171763/3-contract,171763,HN-RTN-08019000234479,SUMITEC
ocds-lcuori-171764,ocds-lcuori-171764/3-contract,171764,HN-RTN-05019995108892,Accesorios Para Computadoras y Oficinas S .A de C.V.
ocds-lcuori-171765,ocds-lcuori-171765/3-contract,171765,HN-RTN-08019015719758,DISTRIBUIDORA DE LLANTAS Y RINES S.A. 
ocds-lcuori-171766,ocds-lcuori-171766/3-contract,171766,HN-RTN-08019998391040,"Papeleria Honduras, S. de R.L. "
ocds-lcuori-171767,ocds-lcuori-171767/3-contract,171767,HN-RTN-08011986138652, WILMAN DANILO MORALES ZELAYA/DISTRIBUCIONES VALENCIA 
ocds-lcuori-171769,ocds-lcuori-171769/3-contract,171769,HN-RTN-17071984005643,DISTRIBUIDORA CHOROTEGA
ocds-lcuori-172720,ocds-lcuori-172720/3-contract,172720,HN-RTN-08019008165911,REENCAUCHE Y DISTRIBUCIONES DE LLANTAS S.A. DE C.V.
ocds-lcuori-172721,ocds-lcuori-172721/3-contract,172721,HN-RTN-08019008165911,REENCAUCHE Y DISTRIBUCIONES DE LLANTAS S.A. DE C.V.
ocds-lcuori-172722,ocds-lcuori-172722/3-contract,172722,HN-RTN-17071984005643,DISTRIBUIDORA CHOROTEGA
ocds-lcuori-172723,ocds-lcuori-172723/3-contract,172723,HN-RTN-08019015719758,DISTRIBUIDORA DE LLANTAS Y RINES S.A. 
ocds-lcuori-172724,ocds-lcuori-172724/3-contract,172724,HN-RTN-08019995290621,DISPROA S. DE R.L. 
ocds-lcuori-172725,ocds-lcuori-172725/3-contract,172725,HN-RTN-08019015719758,DISTRIBUIDORA DE LLANTAS Y RINES S.A. 
ocds-lcuori-172726,ocds-lcuori-172726/3-contract,172726,HN-RTN-08019012454874,INPROVA
ocds-lcuori-172727,ocds-lcuori-172727/3-contract,172727,HN-RTN-08019995390633,CASH BUSINESS S DE R.L.
ocds-lcuori-172728,ocds-lcuori-172728/3-contract,172728,HN-RTN-08019995383067,Supermercado Canton S de RL.
ocds-lcuori-172729,ocds-lcuori-172729/3-contract,172729,HN-RTN-05029995001355,YIP SUPERMERCADOS SA DE CV
ocds-lcuori-172732,ocds-lcuori-172732/4-contract,172732,HN-RTN-05029995001355,YIP SUPERMERCADOS SA DE CV
ocds-lcuori-172733,ocds-lcuori-172733/3-contract,172733,HN-RTN-05019003075248,COMPUTADORAS Y SERVICIOS S.DE R.L.DE C.V.
ocds-lcuori-172734,ocds-lcuori-172734/3-contract,172734,HN-RTN-08019995383067,Supermercado Canton S de RL.
ocds-lcuori-172735,ocds-lcuori-172735/3-contract,172735,HN-RTN-05019999400238,JETSTEREO S.A DE C.V.
ocds-lcuori-172736,ocds-lcuori-172736/3-contract,172736,HN-RTN-08019999408461,Representaciones y Distribuciones Hernandez S. de R.L
ocds-lcuori-172740,ocds-lcuori-172740/3-contract,172740,HN-RTN-05019995108892,Accesorios Para Computadoras y Oficinas S .A de C.V.
ocds-lcuori-172741,ocds-lcuori-172741/3-contract,172741,HN-RTN-05019000040204,"Pacasa, S. de C.V. "
ocds-lcuori-172749,ocds-lcuori-172749/3-contract,172749,HN-RTN-08019998391040,"Papeleria Honduras, S. de R.L. "
ocds-lcuori-172755,ocds-lcuori-172755/4-contract,172755,HN-RTN-08019995290621,DISPROA S. DE R.L. 
ocds-lcuori-172757,ocds-lcuori-172757/3-contract,172757,HN-RTN-05019995108892,Accesorios Para Computadoras y Oficinas S .A de C.V.
ocds-lcuori-172760,ocds-lcuori-172760/3-contract,172760,HN-RTN-05019999400238,JETSTEREO S.A DE C.V.
ocds-lcuori-172762,ocds-lcuori-172762/3-contract,172762,HN-RTN-05019000040204,"Pacasa, S. de C.V. "
ocds-lcuori-172763,ocds-lcuori-172763/3-contract,172763,HN-RTN-08019999408461,Representaciones y Distribuciones Hernandez S. de R.L
ocds-lcuori-172764,ocds-lcuori-172764/3-contract,172764,HN-RTN-05029995001355,YIP SUPERMERCADOS SA DE CV
ocds-lcuori-172765,ocds-lcuori-172765/3-contract,172765,HN-RTN-08019998391040,"Papeleria Honduras, S. de R.L. "
ocds-lcuori-172769,ocds-lcuori-172769/4-contract,172769,HN-RTN-17071984005643,DISTRIBUIDORA CHOROTEGA
ocds-lcuori-172770,ocds-lcuori-172770/4-contract,172770,HN-RTN-08019998391040,"Papeleria Honduras, S. de R.L. "
ocds-lcuori-172771,ocds-lcuori-172771/3-contract,172771,HN-RTN-05029995001355,YIP SUPERMERCADOS SA DE CV
ocds-lcuori-172773,ocds-lcuori-172773/4-contract,172773,HN-RTN-05029995001355,YIP SUPERMERCADOS SA DE CV
ocds-lcuori-145885,ocds-lcuori-145885/4-contract,145885,HN-RTN-01071956011840,MEDITEC
ocds-lcuori-145884,ocds-lcuori-145884/3-contract,145884,HN-RTN-08019012454874,INPROVA
ocds-lcuori-145886,ocds-lcuori-145886/4-contract,145886,HN-RTN-01071956011840,MEDITEC
ocds-lcuori-145891,ocds-lcuori-145891/4-contract,145891,HN-RTN-08019004002160,Leoplast S.de R.L.
ocds-lcuori-145890,ocds-lcuori-145890/3-contract,145890,HN-RTN-08019014639780,Inversiones Del Centro S de R.L. de C.V.
ocds-lcuori-145892,ocds-lcuori-145892/4-contract,145892,HN-RTN-08019004002160,Leoplast S.de R.L.
ocds-lcuori-145896,ocds-lcuori-145896/4-contract,145896,HN-RTN-05019995108892,Accesorios Para Computadoras y Oficinas S .A de C.V.
ocds-lcuori-145894,ocds-lcuori-145894/3-contract,145894,HN-RTN-08019007507626,NIPRO MEDICAL CORPORACION
ocds-lcuori-145900,ocds-lcuori-145900/4-contract,145900,HN-RTN-05019995108892,Accesorios Para Computadoras y Oficinas S .A de C.V.
ocds-lcuori-145899,ocds-lcuori-145899/4-contract,145899,HN-RTN-05019995108892,Accesorios Para Computadoras y Oficinas S .A de C.V.
ocds-lcuori-145903,ocds-lcuori-145903/3-contract,145903,HN-RTN-05019000040204,"Pacasa, S. de C.V. "
ocds-lcuori-145909,ocds-lcuori-145909/3-contract,145909,HN-RTN-08019011442659,Distribuidora Cummins Centroamerica S de R.L.
ocds-lcuori-145910,ocds-lcuori-145910/3-contract,145910,HN-RTN-05029995001355,YIP SUPERMERCADOS SA DE CV
ocds-lcuori-145911,ocds-lcuori-145911/3-contract,145911,HN-RTN-08019995383067,Supermercado Canton S de RL.
ocds-lcuori-145906,ocds-lcuori-145906/4-contract,145906,HN-RTN-05019000040204,"Pacasa, S. de C.V. "
ocds-lcuori-145916,ocds-lcuori-145916/3-contract,145916,HN-RTN-08019014639780,Inversiones Del Centro S de R.L. de C.V.
ocds-lcuori-145913,ocds-lcuori-145913/3-contract,145913,HN-RTN-05029995001355,YIP SUPERMERCADOS SA DE CV
ocds-lcuori-145919,ocds-lcuori-145919/3-contract,145919,HN-RTN-05029995001355,YIP SUPERMERCADOS SA DE CV
ocds-lcuori-145921,ocds-lcuori-145921/3-contract,145921,HN-RTN-08019004002160,Leoplast S.de R.L.
ocds-lcuori-145922,ocds-lcuori-145922/3-contract,145922,HN-RTN-08019999404213,AGUA PURIFICADA SANTA CLARA S. DE R.L.
ocds-lcuori-145918,ocds-lcuori-145918/3-contract,145918,HN-RTN-08019998391040,"Papeleria Honduras, S. de R.L. "
ocds-lcuori-145925,ocds-lcuori-145925/3-contract,145925,HN-RTN-08019995290621,DISPROA S. DE R.L. 
ocds-lcuori-145926,ocds-lcuori-145926/3-contract,145926,HN-RTN-01071956011840,MEDITEC
ocds-lcuori-145924,ocds-lcuori-145924/3-contract,145924,HN-RTN-08019007507626,NIPRO MEDICAL CORPORACION
ocds-lcuori-145927,ocds-lcuori-145927/3-contract,145927,HN-RTN-08019002278310,Distribuidora Comercial S.A.( DICOSA)
ocds-lcuori-145930,ocds-lcuori-145930/3-contract,145930,HN-RTN-05019000040204,"Pacasa, S. de C.V. "
ocds-lcuori-145929,ocds-lcuori-145929/3-contract,145929,HN-RTN-05029995001355,YIP SUPERMERCADOS SA DE CV
ocds-lcuori-145931,ocds-lcuori-145931/3-contract,145931,HN-RTN-05019995000152,EMSULA
ocds-lcuori-145934,ocds-lcuori-145934/3-contract,145934,HN-RTN-05029995001355,YIP SUPERMERCADOS SA DE CV
ocds-lcuori-145935,ocds-lcuori-145935/3-contract,145935,HN-RTN-08019004002160,Leoplast S.de R.L.
ocds-lcuori-145936,ocds-lcuori-145936/3-contract,145936,HN-RTN-08019998391040,"Papeleria Honduras, S. de R.L. "
ocds-lcuori-145938,ocds-lcuori-145938/4-contract,145938,HN-RTN-01071956011840,MEDITEC
ocds-lcuori-145939,ocds-lcuori-145939/3-contract,145939,HN-RTN-05019000040204,"Pacasa, S. de C.V. "
ocds-lcuori-145940,ocds-lcuori-145940/3-contract,145940,HN-RTN-08019998391040,"Papeleria Honduras, S. de R.L. "
ocds-lcuori-145943,ocds-lcuori-145943/3-contract,145943,HN-RTN-05019000040204,"Pacasa, S. de C.V. "
ocds-lcuori-145942,ocds-lcuori-145942/3-contract,145942,HN-RTN-08019995383067,Supermercado Canton S de RL.
ocds-lcuori-145949,ocds-lcuori-145949/3-contract,145949,HN-RTN-05019995000152,EMSULA
ocds-lcuori-145952,ocds-lcuori-145952/3-contract,145952,HN-RTN-08011986138652, WILMAN DANILO MORALES ZELAYA/DISTRIBUCIONES VALENCIA 
ocds-lcuori-145956,ocds-lcuori-145956/3-contract,145956,HN-RTN-08011986138652, WILMAN DANILO MORALES ZELAYA/DISTRIBUCIONES VALENCIA 
ocds-lcuori-145957,ocds-lcuori-145957/3-contract,145957,HN-RTN-05019000040204,"Pacasa, S. de C.V. "
ocds-lcuori-145961,ocds-lcuori-145961/3-contract,145961,HN-RTN-05019995000152,EMSULA
ocds-lcuori-145962,ocds-lcuori-145962/3-contract,145962,HN-RTN-17071984005643,DISTRIBUIDORA CHOROTEGA
ocds-lcuori-145964,ocds-lcuori-145964/3-contract,145964,HN-RTN-08011986138652, WILMAN DANILO MORALES ZELAYA/DISTRIBUCIONES VALENCIA 
ocds-lcuori-145965,ocds-lcuori-145965/3-contract,145965,HN-RTN-08019998391040,"Papeleria Honduras, S. de R.L. "
ocds-lcuori-145967,ocds-lcuori-145967/3-contract,145967,HN-RTN-05019000040204,"Pacasa, S. de C.V. "
ocds-lcuori-145974,ocds-lcuori-145974/3-contract,145974,HN-RTN-05019000040204,"Pacasa, S. de C.V. "
ocds-lcuori-145973,ocds-lcuori-145973/3-contract,145973,HN-RTN-01071956011840,MEDITEC
ocds-lcuori-145975,ocds-lcuori-145975/3-contract,145975,HN-RTN-08019998391040,"Papeleria Honduras, S. de R.L. "
ocds-lcuori-145978,ocds-lcuori-145978/3-contract,145978,HN-RTN-08019004467912,Grupo Q Honduras S.A. de C.V.
ocds-lcuori-145980,ocds-lcuori-145980/3-contract,145980,HN-RTN-05019000040204,"Pacasa, S. de C.V. "
ocds-lcuori-145981,ocds-lcuori-145981/3-contract,145981,HN-RTN-05019000040204,"Pacasa, S. de C.V. "
ocds-lcuori-145977,ocds-lcuori-145977/3-contract,145977,HN-RTN-05029995001355,YIP SUPERMERCADOS SA DE CV
ocds-lcuori-145982,ocds-lcuori-145982/4-contract,145982,HN-RTN-05019995108892,Accesorios Para Computadoras y Oficinas S .A de C.V.
ocds-lcuori-145983,ocds-lcuori-145983/3-contract,145983,HN-RTN-08019998391040,"Papeleria Honduras, S. de R.L. "
ocds-lcuori-145984,ocds-lcuori-145984/3-contract,145984,HN-RTN-05019000040204,"Pacasa, S. de C.V. "
ocds-lcuori-145985,ocds-lcuori-145985/3-contract,145985,HN-RTN-05029995001355,YIP SUPERMERCADOS SA DE CV
ocds-lcuori-145987,ocds-lcuori-145987/3-contract,145987,HN-RTN-08019007507626,NIPRO MEDICAL CORPORACION
ocds-lcuori-145989,ocds-lcuori-145989/3-contract,145989,HN-RTN-08019009254693,"Corporacion Medica, S. de R. L. de C. V."
ocds-lcuori-145990,ocds-lcuori-145990/3-contract,145990,HN-RTN-05019002064370,Agencia Matamoros S de R.L.
ocds-lcuori-145988,ocds-lcuori-145988/3-contract,145988,HN-RTN-01071956011840,MEDITEC
ocds-lcuori-145992,ocds-lcuori-145992/3-contract,145992,HN-RTN-08019002272161,Healthcare Products Centroamerica S. de R.L.
ocds-lcuori-145995,ocds-lcuori-145995/3-contract,145995,HN-RTN-17071984005643,DISTRIBUIDORA CHOROTEGA
ocds-lcuori-145996,ocds-lcuori-145996/3-contract,145996,HN-RTN-08019007507626,NIPRO MEDICAL CORPORACION
ocds-lcuori-145994,ocds-lcuori-145994/4-contract,145994,HN-RTN-05019995108892,Accesorios Para Computadoras y Oficinas S .A de C.V.
ocds-lcuori-145997,ocds-lcuori-145997/3-contract,145997,HN-RTN-05019000040204,"Pacasa, S. de C.V. "
ocds-lcuori-146000,ocds-lcuori-146000/3-contract,146000,HN-RTN-08019002272161,Healthcare Products Centroamerica S. de R.L.
ocds-lcuori-145999,ocds-lcuori-145999/3-contract,145999,HN-RTN-05029995001355,YIP SUPERMERCADOS SA DE CV
