ocid,id,contracts/0/id,contracts/0/suppliers/0/id,contracts/0/suppliers/0/name
ocds-lcuori-5175,ocds-lcuori-5175/3-contract,5175,HN-RTN-08019995390633,cash business s de r.l 
ocds-lcuori-5176,ocds-lcuori-5176/3-contract,5176,HN-RTN-05099997168236,"Aguazul, S. A."
ocds-lcuori-5174,ocds-lcuori-5174/3-contract,5174,HN-RTN-08019002275669,"SISTEMAS ABIERTOS, S. A. DE C.V. ""SASA"""
ocds-lcuori-5179,ocds-lcuori-5179/3-contract,5179,HN-RTN-08019998391040,PAPELERIA HONDURAS S. DE R. L.
ocds-lcuori-5180,ocds-lcuori-5180/3-contract,5180,HN-RTN-08019995290621,DISTRIBUIDORA DE PRODUCTOS DE OFICINA Y ASEO S. DE R. L.
ocds-lcuori-5181,ocds-lcuori-5181/3-contract,5181,HN-RTN-08019995290621,DISTRIBUIDORA DE PRODUCTOS DE OFICINA Y ASEO S. DE R. L.
ocds-lcuori-5182,ocds-lcuori-5182/3-contract,5182,HN-RTN-08019998391040,PAPELERIA HONDURAS S. DE R. L.
ocds-lcuori-5187,ocds-lcuori-5187/3-contract,5187,HN-RTN-08019998391040,PAPELERIA HONDURAS S. DE R. L.
ocds-lcuori-5188,ocds-lcuori-5188/3-contract,5188,HN-RTN-08019998391040,PAPELERIA HONDURAS S. DE R. L.
ocds-lcuori-5185,ocds-lcuori-5185/3-contract,5185,HN-RTN-08019995290621,DISTRIBUIDORA DE PRODUCTOS DE OFICINA Y ASEO S. DE R. L.
ocds-lcuori-5186,ocds-lcuori-5186/3-contract,5186,HN-RTN-08019995390633,cash business s de r.l 
ocds-lcuori-5191,ocds-lcuori-5191/3-contract,5191,HN-RTN-08019998391040,PAPELERIA HONDURAS S. DE R. L.
ocds-lcuori-5192,ocds-lcuori-5192/3-contract,5192,HN-RTN-05019999400238,"""JETSTEREO, S.A. DE C.V."""
ocds-lcuori-5193,ocds-lcuori-5193/3-contract,5193,HN-RTN-05019999400238,"""JETSTEREO, S.A. DE C.V."""
ocds-lcuori-5190,ocds-lcuori-5190/3-contract,5190,HN-RTN-08019995390633,cash business s de r.l 
ocds-lcuori-5194,ocds-lcuori-5194/3-contract,5194,HN-RTN-08019998391040,PAPELERIA HONDURAS S. DE R.L.
ocds-lcuori-5196,ocds-lcuori-5196/3-contract,5196,HN-RTN-08019995390633,cash business s de r.l 
ocds-lcuori-5197,ocds-lcuori-5197/3-contract,5197,HN-RTN-08019998391040,PAPELERIA HONDURAS S. DE R. L.
ocds-lcuori-5198,ocds-lcuori-5198/3-contract,5198,HN-RTN-08019995290621,DISTRIBUIDORA DE PRODUCTOS DE OFICINA Y ASEO S. DE R. L.
ocds-lcuori-5199,ocds-lcuori-5199/3-contract,5199,HN-RTN-08019002275669,"SISTEMAS ABIERTOS, S. A. DE C.V. ""SASA"""
ocds-lcuori-5204,ocds-lcuori-5204/3-contract,5204,HN-RTN-05019999400238,"""JETSTEREO, S.A. DE C.V."""
ocds-lcuori-5203,ocds-lcuori-5203/3-contract,5203,HN-RTN-08019002275669,"SISTEMAS ABIERTOS, S. A. DE C.V. ""SASA"""
ocds-lcuori-5205,ocds-lcuori-5205/3-contract,5205,HN-RTN-08019002275669,"SISTEMAS ABIERTOS, S. A. DE C.V. ""SASA"""
ocds-lcuori-5207,ocds-lcuori-5207/3-contract,5207,HN-RTN-08019002275669,"SISTEMAS ABIERTOS, S. A. DE C.V. ""SASA"""
ocds-lcuori-5212,ocds-lcuori-5212/3-contract,5212,HN-RTN-05019999400238,"""JETSTEREO, S.A. DE C.V."""
ocds-lcuori-5209,ocds-lcuori-5209/3-contract,5209,HN-RTN-08019995290621,DISTRIBUIDORA DE PRODUCTOS DE OFICINA Y ASEO S. DE R. L.
ocds-lcuori-5210,ocds-lcuori-5210/3-contract,5210,HN-RTN-08019995290621,DISTRIBUIDORA DE PRODUCTOS DE OFICINA Y ASEO S. DE R. L.
ocds-lcuori-5233,ocds-lcuori-5233/3-contract,5233,HN-RTN-08019995290621,Distribuidora de Productos de Oficina y aseo S. de R.L.
ocds-lcuori-5215,ocds-lcuori-5215/3-contract,5215,HN-RTN-05019999400238,"""JETSTEREO, S.A. DE C.V."""
ocds-lcuori-5216,ocds-lcuori-5216/3-contract,5216,HN-RTN-08019998391040,PAPELERIA HONDURAS S. DE R. L.
ocds-lcuori-5217,ocds-lcuori-5217/3-contract,5217,HN-RTN-08019998391040,PAPELERIA HONDURAS S. DE R. L.
ocds-lcuori-5218,ocds-lcuori-5218/3-contract,5218,HN-RTN-08019995290621,DISTRIBUIDORA DE PRODUCTOS DE OFICINA Y ASEO S. DE R. L.
ocds-lcuori-5219,ocds-lcuori-5219/3-contract,5219,HN-RTN-08019998391040,PAPELERIA HONDURAS S. DE R.L.
ocds-lcuori-5220,ocds-lcuori-5220/3-contract,5220,HN-RTN-08019998391040,PAPELERIA HONDURAS S. DE R. L.
ocds-lcuori-5231,ocds-lcuori-5231/3-contract,5231,HN-RTN-08019995290621,DISTRIBUIDORA DE PRODUCTOS DE OFICINA Y ASEO S. DE R. L.
ocds-lcuori-5232,ocds-lcuori-5232/3-contract,5232,HN-RTN-08019995290621,DISTRIBUIDORA DE PRODUCTOS DE OFICINA Y ASEO S. DE R. L.
ocds-lcuori-5236,ocds-lcuori-5236/3-contract,5236,HN-RTN-05019999400238,"""JETSTEREO, S.A. DE C.V."""
ocds-lcuori-5237,ocds-lcuori-5237/3-contract,5237,HN-RTN-08019002275669,"SISTEMAS ABIERTOS, S. A. DE C.V. ""SASA"""
ocds-lcuori-5238,ocds-lcuori-5238/3-contract,5238,HN-RTN-05019999400238,"""JETSTEREO, S.A. DE C.V."""
ocds-lcuori-5241,ocds-lcuori-5241/3-contract,5241,HN-RTN-08019002275669,"SISTEMAS ABIERTOS, S. A. DE C.V. ""SASA"""
ocds-lcuori-5242,ocds-lcuori-5242/3-contract,5242,HN-RTN-08019995390633,cash business s de r.l 
ocds-lcuori-5243,ocds-lcuori-5243/3-contract,5243,HN-RTN-08019995290621,DISTRIBUIDORA DE PRODUCTOS DE OFICINA Y ASEO S. DE R. L.
ocds-lcuori-5244,ocds-lcuori-5244/3-contract,5244,HN-RTN-08019998391040,PAPELERIA HONDURAS S. DE R. L.
ocds-lcuori-5239,ocds-lcuori-5239/3-contract,5239,HN-RTN-08019995390633,cash business s de r.l 
ocds-lcuori-5240,ocds-lcuori-5240/3-contract,5240,HN-RTN-08019995290621,DISTRIBUIDORA DE PRODUCTOS DE OFICINA Y ASEO S. DE R. L.
ocds-lcuori-5247,ocds-lcuori-5247/3-contract,5247,HN-RTN-08019995290621,DISTRIBUIDORA DE PRODUCTOS DE OFICINA Y ASEO S. DE R. L.
ocds-lcuori-5248,ocds-lcuori-5248/3-contract,5248,HN-RTN-08019995390633,cash business s de r.l 
ocds-lcuori-5246,ocds-lcuori-5246/3-contract,5246,HN-RTN-08019995290621,DISTRIBUIDORA DE PRODUCTOS DE OFICINA Y ASEO S. DE R. L.
ocds-lcuori-5250,ocds-lcuori-5250/3-contract,5250,HN-RTN-08019995390633,cash business s de r.l 
ocds-lcuori-5251,ocds-lcuori-5251/3-contract,5251,HN-RTN-05019999400238,"""JETSTEREO, S.A. DE C.V."""
ocds-lcuori-5257,ocds-lcuori-5257/3-contract,5257,HN-RTN-08019995390633,cash business s de r.l 
ocds-lcuori-5258,ocds-lcuori-5258/3-contract,5258,HN-RTN-08019995390633,cash business s de r.l 
ocds-lcuori-5254,ocds-lcuori-5254/3-contract,5254,HN-RTN-08019998391040,PAPELERIA HONDURAS S. DE R. L.
ocds-lcuori-5255,ocds-lcuori-5255/3-contract,5255,HN-RTN-08019995290621,DISTRIBUIDORA DE PRODUCTOS DE OFICINA Y ASEO S. DE R. L.
ocds-lcuori-5256,ocds-lcuori-5256/3-contract,5256,HN-RTN-08019995390633,cash business s de r.l 
ocds-lcuori-5265,ocds-lcuori-5265/3-contract,5265,HN-RTN-08019995290621,DISTRIBUIDORA DE PRODUCTOS DE OFICINA Y ASEO S. DE R. L.
ocds-lcuori-5260,ocds-lcuori-5260/3-contract,5260,HN-RTN-08019998391040,PAPELERIA HONDURAS S. DE R. L.
ocds-lcuori-5261,ocds-lcuori-5261/3-contract,5261,HN-RTN-08019995290621,DISTRIBUIDORA DE PRODUCTOS DE OFICINA Y ASEO S. DE R. L.
ocds-lcuori-5263,ocds-lcuori-5263/3-contract,5263,HN-RTN-08019998391040,PAPELERIA HONDURAS S. DE R.L.
ocds-lcuori-5268,ocds-lcuori-5268/3-contract,5268,HN-RTN-05019999400238,"""JETSTEREO, S.A. DE C.V."""
ocds-lcuori-5269,ocds-lcuori-5269/3-contract,5269,HN-RTN-08019002275669,"SISTEMAS ABIERTOS, S. A. DE C.V. ""SASA"""
ocds-lcuori-5270,ocds-lcuori-5270/3-contract,5270,HN-RTN-08019995390633,cash business s de r.l 
ocds-lcuori-5274,ocds-lcuori-5274/3-contract,5274,HN-RTN-08019998391040,PAPELERIA HONDURAS S. DE R.L.
ocds-lcuori-5275,ocds-lcuori-5275/3-contract,5275,HN-RTN-08019995390633,cash business s de r.l 
ocds-lcuori-5283,ocds-lcuori-5283/3-contract,5283,HN-RTN-08019998391040,PAPELERIA HONDURAS S. DE R. L.
ocds-lcuori-5287,ocds-lcuori-5287/3-contract,5287,HN-RTN-05019999400238,"""JETSTEREO, S.A. DE C.V."""
ocds-lcuori-5285,ocds-lcuori-5285/3-contract,5285,HN-RTN-08019995390633,cash business s de r.l 
ocds-lcuori-5286,ocds-lcuori-5286/3-contract,5286,HN-RTN-08019995290621,DISTRIBUIDORA DE PRODUCTOS DE OFICINA Y ASEO S. DE R. L.
ocds-lcuori-5290,ocds-lcuori-5290/3-contract,5290,HN-RTN-08019002275669,"SISTEMAS ABIERTOS, S. A. DE C.V. ""SASA"""
ocds-lcuori-5289,ocds-lcuori-5289/3-contract,5289,HN-RTN-08019995390633,cash business s de r.l 
ocds-lcuori-5294,ocds-lcuori-5294/3-contract,5294,HN-RTN-08019002275669,"SISTEMAS ABIERTOS, S. A. DE C.V. ""SASA"""
ocds-lcuori-5295,ocds-lcuori-5295/3-contract,5295,HN-RTN-05019999400238,"""JETSTEREO, S.A. DE C.V."""
ocds-lcuori-5296,ocds-lcuori-5296/3-contract,5296,HN-RTN-08019995390633,cash business s de r.l 
ocds-lcuori-5297,ocds-lcuori-5297/3-contract,5297,HN-RTN-08019998391040,PAPELERIA HONDURAS S. DE R. L.
ocds-lcuori-5298,ocds-lcuori-5298/3-contract,5298,HN-RTN-08019998391040,PAPELERIA HONDURAS S. DE R. L.
ocds-lcuori-5301,ocds-lcuori-5301/3-contract,5301,HN-RTN-05019999400238,"""JETSTEREO, S.A. DE C.V."""
ocds-lcuori-5302,ocds-lcuori-5302/3-contract,5302,HN-RTN-08019002275669,"SISTEMAS ABIERTOS, S. A. DE C.V. ""SASA"""
ocds-lcuori-5300,ocds-lcuori-5300/3-contract,5300,HN-RTN-08019995390633,cash business s de r.l 
ocds-lcuori-5321,ocds-lcuori-5321/3-contract,5321,HN-RTN-08019995290621,DISTRIBUIDORA DE PRODUCTOS DE OFICINA Y ASEO S. DE R. L.
ocds-lcuori-5306,ocds-lcuori-5306/3-contract,5306,HN-RTN-08019995290621,DISTRIBUIDORA DE PRODUCTOS DE OFICINA Y ASEO S. DE R. L.
ocds-lcuori-5305,ocds-lcuori-5305/3-contract,5305,HN-RTN-08019998391040,PAPELERIA HONDURAS S. DE R. L.
ocds-lcuori-5307,ocds-lcuori-5307/3-contract,5307,HN-RTN-08019995290621,DISTRIBUIDORA DE PRODUCTOS DE OFICINA Y ASEO S. DE R. L.
ocds-lcuori-5308,ocds-lcuori-5308/3-contract,5308,HN-RTN-08019995290621,DISTRIBUIDORA DE PRODUCTOS DE OFICINA Y ASEO S. DE R. L.
ocds-lcuori-5322,ocds-lcuori-5322/3-contract,5322,HN-RTN-08019995290621,DISTRIBUIDORA DE PRODUCTOS DE OFICINA Y ASEO S. DE R. L.
ocds-lcuori-5316,ocds-lcuori-5316/3-contract,5316,HN-RTN-08019998391040,PAPELERIA HONDURAS S. DE R. L.
ocds-lcuori-5317,ocds-lcuori-5317/3-contract,5317,HN-RTN-08019995290621,DISTRIBUIDORA DE PRODUCTOS DE OFICINA Y ASEO S. DE R. L.
ocds-lcuori-5319,ocds-lcuori-5319/3-contract,5319,HN-RTN-08019998391040,PAPELERIA HONDURAS S. DE R.L.
ocds-lcuori-5320,ocds-lcuori-5320/3-contract,5320,HN-RTN-08019998391040,PAPELERIA HONDURAS S. DE R. L.
ocds-lcuori-5311,ocds-lcuori-5311/3-contract,5311,HN-RTN-08019995290621,DISTRIBUIDORA DE PRODUCTOS DE OFICINA Y ASEO S. DE R. L.
ocds-lcuori-5312,ocds-lcuori-5312/3-contract,5312,HN-RTN-08019998391040,PAPELERIA HONDURAS S. DE R. L.
ocds-lcuori-5314,ocds-lcuori-5314/3-contract,5314,HN-RTN-08019998391040,PAPELERIA HONDURAS S. DE R. L.
ocds-lcuori-5325,ocds-lcuori-5325/3-contract,5325,HN-RTN-08019002275669,"SISTEMAS ABIERTOS, S. A. DE C.V. ""SASA"""
ocds-lcuori-5326,ocds-lcuori-5326/3-contract,5326,HN-RTN-05019999400238,"""JETSTEREO, S.A. DE C.V."""
ocds-lcuori-5327,ocds-lcuori-5327/3-contract,5327,HN-RTN-08019995290621,DISTRIBUIDORA DE PRODUCTOS DE OFICINA Y ASEO S. DE R. L.
ocds-lcuori-5324,ocds-lcuori-5324/3-contract,5324,HN-RTN-08019995390633,cash business s de r.l 
ocds-lcuori-5331,ocds-lcuori-5331/3-contract,5331,HN-RTN-08019995290621,DISTRIBUIDORA DE PRODUCTOS DE OFICINA Y ASEO S. DE R. L.
ocds-lcuori-5332,ocds-lcuori-5332/3-contract,5332,HN-RTN-08019998391040,PAPELERIA HONDURAS S. DE R. L.
ocds-lcuori-5329,ocds-lcuori-5329/3-contract,5329,HN-RTN-08019995290621,DISTRIBUIDORA DE PRODUCTOS DE OFICINA Y ASEO S. DE R. L.
ocds-lcuori-5336,ocds-lcuori-5336/3-contract,5336,HN-RTN-08019995290621,DISTRIBUIDORA DE PRODUCTOS DE OFICINA Y ASEO S. DE R. L.
ocds-lcuori-5339,ocds-lcuori-5339/3-contract,5339,HN-RTN-05019999400238,"""JETSTEREO, S.A. DE C.V."""
ocds-lcuori-5346,ocds-lcuori-5346/3-contract,5346,HN-RTN-08019998391040,PAPELERIA HONDURAS S. DE R. L.
ocds-lcuori-5347,ocds-lcuori-5347/3-contract,5347,HN-RTN-08019998391040,PAPELERIA HONDURAS S. DE R. L.
ocds-lcuori-5344,ocds-lcuori-5344/3-contract,5344,HN-RTN-08019995290621,DISTRIBUIDORA DE PRODUCTOS DE OFICINA Y ASEO S. DE R. L.
ocds-lcuori-5348,ocds-lcuori-5348/3-contract,5348,HN-RTN-08019995290621,DISTRIBUIDORA DE PRODUCTOS DE OFICINA Y ASEO S. DE R. L.
ocds-lcuori-5349,ocds-lcuori-5349/3-contract,5349,HN-RTN-08019995290621,Distribuidora de Productos de Oficina y aseo S. de R.L.
ocds-lcuori-5350,ocds-lcuori-5350/3-contract,5350,HN-RTN-08019998391040,PAPELERIA HONDURAS S. DE R. L.
ocds-lcuori-5351,ocds-lcuori-5351/3-contract,5351,HN-RTN-08019995290621,DISTRIBUIDORA DE PRODUCTOS DE OFICINA Y ASEO S. DE R. L.
ocds-lcuori-5360,ocds-lcuori-5360/3-contract,5360,HN-RTN-08019995390633,cash business s de r.l 
ocds-lcuori-5354,ocds-lcuori-5354/3-contract,5354,HN-RTN-08019002275669,"SISTEMAS ABIERTOS, S. A. DE C.V. ""SASA"""
ocds-lcuori-5355,ocds-lcuori-5355/3-contract,5355,HN-RTN-08019998391040,PAPELERIA HONDURAS S. DE R. L.
ocds-lcuori-5353,ocds-lcuori-5353/3-contract,5353,HN-RTN-08019995390633,cash business s de r.l 
ocds-lcuori-5358,ocds-lcuori-5358/3-contract,5358,HN-RTN-08019998391040,PAPELERIA HONDURAS S. DE R. L.
ocds-lcuori-5357,ocds-lcuori-5357/3-contract,5357,HN-RTN-08019995290621,DISTRIBUIDORA DE PRODUCTOS DE OFICINA Y ASEO S. DE R. L.
ocds-lcuori-5359,ocds-lcuori-5359/3-contract,5359,HN-RTN-08019995390633,cash business s de r.l 
ocds-lcuori-5364,ocds-lcuori-5364/3-contract,5364,HN-RTN-08019995390633,cash business s de r.l 
ocds-lcuori-5365,ocds-lcuori-5365/3-contract,5365,HN-RTN-05019999400238,"""JETSTEREO, S.A. DE C.V."""
ocds-lcuori-5362,ocds-lcuori-5362/3-contract,5362,HN-RTN-05019999400238,"""JETSTEREO, S.A. DE C.V."""
ocds-lcuori-5363,ocds-lcuori-5363/3-contract,5363,HN-RTN-05019999400238,"""JETSTEREO, S.A. DE C.V."""
ocds-lcuori-5368,ocds-lcuori-5368/3-contract,5368,HN-RTN-08019995390633,cash business s de r.l 
ocds-lcuori-5372,ocds-lcuori-5372/3-contract,5372,HN-RTN-08019995390633,cash business s de r.l 
ocds-lcuori-5373,ocds-lcuori-5373/3-contract,5373,HN-RTN-08019998391040,PAPELERIA HONDURAS S. DE R. L.
ocds-lcuori-5371,ocds-lcuori-5371/3-contract,5371,HN-RTN-08019995290621,DISTRIBUIDORA DE PRODUCTOS DE OFICINA Y ASEO S. DE R. L.
ocds-lcuori-5374,ocds-lcuori-5374/3-contract,5374,HN-RTN-05019999400238,"""JETSTEREO, S.A. DE C.V."""
ocds-lcuori-5377,ocds-lcuori-5377/3-contract,5377,HN-RTN-08019995290621,DISTRIBUIDORA DE PRODUCTOS DE OFICINA Y ASEO S. DE R. L.
ocds-lcuori-5380,ocds-lcuori-5380/3-contract,5380,HN-RTN-08019995290621,Distribuidora de Productos de Oficina y aseo S. de R.L.
ocds-lcuori-5381,ocds-lcuori-5381/3-contract,5381,HN-RTN-08019998391040,PAPELERIA HONDURAS S. DE R.L.
ocds-lcuori-5376,ocds-lcuori-5376/3-contract,5376,HN-RTN-08019995390633,cash business s de r.l 
ocds-lcuori-5378,ocds-lcuori-5378/3-contract,5378,HN-RTN-05019999400238,"""JETSTEREO, S.A. DE C.V."""
ocds-lcuori-5385,ocds-lcuori-5385/3-contract,5385,HN-RTN-08019998391040,PAPELERIA HONDURAS S. DE R. L.
ocds-lcuori-5386,ocds-lcuori-5386/3-contract,5386,HN-RTN-08019995290621,Distribuidora de Productos de Oficina y aseo S. de R.L.
ocds-lcuori-5383,ocds-lcuori-5383/3-contract,5383,HN-RTN-08019998391040,PAPELERIA HONDURAS S. DE R. L.
ocds-lcuori-5384,ocds-lcuori-5384/3-contract,5384,HN-RTN-08019995290621,DISTRIBUIDORA DE PRODUCTOS DE OFICINA Y ASEO S. DE R. L.
ocds-lcuori-5388,ocds-lcuori-5388/3-contract,5388,HN-RTN-08019998391040,PAPELERIA HONDURAS S. DE R. L.
ocds-lcuori-5389,ocds-lcuori-5389/3-contract,5389,HN-RTN-08019995290621,DISTRIBUIDORA DE PRODUCTOS DE OFICINA Y ASEO S. DE R. L.
ocds-lcuori-5391,ocds-lcuori-5391/3-contract,5391,HN-RTN-08019995290621,Distribuidora de Productos de Oficina y aseo S. de R.L.
ocds-lcuori-5392,ocds-lcuori-5392/3-contract,5392,HN-RTN-08019995290621,DISTRIBUIDORA DE PRODUCTOS DE OFICINA Y ASEO S. DE R. L.
ocds-lcuori-5394,ocds-lcuori-5394/3-contract,5394,HN-RTN-08019998391040,PAPELERIA HONDURAS S. DE R. L.
ocds-lcuori-5396,ocds-lcuori-5396/3-contract,5396,HN-RTN-08019998391040,PAPELERIA HONDURAS S. DE R. L.
ocds-lcuori-5397,ocds-lcuori-5397/3-contract,5397,HN-RTN-08019995290621,DISTRIBUIDORA DE PRODUCTOS DE OFICINA Y ASEO S. DE R. L.
ocds-lcuori-5398,ocds-lcuori-5398/3-contract,5398,HN-RTN-05019999400238,"""JETSTEREO, S.A. DE C.V."""
ocds-lcuori-5401,ocds-lcuori-5401/3-contract,5401,HN-RTN-05019999400238,"""JETSTEREO, S.A. DE C.V."""
ocds-lcuori-5403,ocds-lcuori-5403/3-contract,5403,HN-RTN-08019002275669,"SISTEMAS ABIERTOS, S. A. DE C.V. ""SASA"""
ocds-lcuori-5404,ocds-lcuori-5404/3-contract,5404,HN-RTN-08019995390633,cash business s de r.l 
ocds-lcuori-5400,ocds-lcuori-5400/3-contract,5400,HN-RTN-08019995390633,cash business s de r.l 
ocds-lcuori-5402,ocds-lcuori-5402/3-contract,5402,HN-RTN-08019002275669,"SISTEMAS ABIERTOS, S. A. DE C.V. ""SASA"""
ocds-lcuori-5409,ocds-lcuori-5409/3-contract,5409,HN-RTN-08019002275669,"SISTEMAS ABIERTOS, S. A. DE C.V. ""SASA"""
ocds-lcuori-5406,ocds-lcuori-5406/3-contract,5406,HN-RTN-05019999400238,"""JETSTEREO, S.A. DE C.V."""
ocds-lcuori-5417,ocds-lcuori-5417/3-contract,5417,HN-RTN-08019002275669,"SISTEMAS ABIERTOS, S. A. DE C.V. ""SASA"""
ocds-lcuori-5416,ocds-lcuori-5416/3-contract,5416,HN-RTN-08019995390633,cash business s de r.l 
ocds-lcuori-5418,ocds-lcuori-5418/3-contract,5418,HN-RTN-05019999400238,"""JETSTEREO, S.A. DE C.V."""
ocds-lcuori-5429,ocds-lcuori-5429/3-contract,5429,HN-RTN-08019995290621,DISTRIBUIDORA DE PRODUCTOS DE OFICINA Y ASEO S. DE R. L.
ocds-lcuori-5421,ocds-lcuori-5421/3-contract,5421,HN-RTN-08019998391040,PAPELERIA HONDURAS S. DE R. L.
ocds-lcuori-5422,ocds-lcuori-5422/3-contract,5422,HN-RTN-08019995290621,DISTRIBUIDORA DE PRODUCTOS DE OFICINA Y ASEO S. DE R. L.
ocds-lcuori-5423,ocds-lcuori-5423/3-contract,5423,HN-RTN-08019998391040,PAPELERIA HONDURAS S. DE R. L.
ocds-lcuori-5424,ocds-lcuori-5424/3-contract,5424,HN-RTN-08019998391040,PAPELERIA HONDURAS S. DE R.L.
ocds-lcuori-5425,ocds-lcuori-5425/3-contract,5425,HN-RTN-08019995290621,DISTRIBUIDORA DE PRODUCTOS DE OFICINA Y ASEO S. DE R. L.
ocds-lcuori-5427,ocds-lcuori-5427/3-contract,5427,HN-RTN-05019999400238,"""JETSTEREO, S.A. DE C.V."""
ocds-lcuori-5432,ocds-lcuori-5432/3-contract,5432,HN-RTN-08019002275669,"SISTEMAS ABIERTOS, S. A. DE C.V. ""SASA"""
ocds-lcuori-5431,ocds-lcuori-5431/3-contract,5431,HN-RTN-08019995390633,cash business s de r.l 
ocds-lcuori-5436,ocds-lcuori-5436/3-contract,5436,HN-RTN-08019998391040,PAPELERIA HONDURAS S. DE R. L.
ocds-lcuori-5439,ocds-lcuori-5439/3-contract,5439,HN-RTN-05019999400238,"""JETSTEREO, S.A. DE C.V."""
ocds-lcuori-5440,ocds-lcuori-5440/3-contract,5440,HN-RTN-08019002275669,"SISTEMAS ABIERTOS, S. A. DE C.V. ""SASA"""
ocds-lcuori-5445,ocds-lcuori-5445/3-contract,5445,HN-RTN-08019995290621,DISTRIBUIDORA DE PRODUCTOS DE OFICINA Y ASEO S. DE R. L.
